fandango, https://www.fandango.com/interstellar-163452/movie-overview?a=13036
vudu, https://www.vudu.com/content/browse/details/Interstellar/608646?cmp=rt_where_to_watch
prime, https://www.amazon.com/gp/product/B07RG51YN5/ref=pv_ag_gcf?cmp=rt_where_to_watch&tag=rottetomao-20
paramount, https://www.paramountplus.com/?cbsclick=ROp3ADUjnxyNTy0TnAXIvwzyUkH1PD1ONXEow80&vndid=3465016&clickid=3465016&sharedid=&ftag=PPM-09-10aag1f&dclid=CJf9_Iveu4QDFVmkpgQd2P8GHg
apple, https://tv.apple.com/us/movie/interstellar/umc.cmc.1vrwat5k1ucm5k42q97ioqyq3?action=play
